StudentExplanation,Category_rect,QuestionText,MC_Answer
It is certain because 0.9 is almost full probability,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is nearly 1, so we can say it will happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Because 0.9 is high, the event is guaranteed",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is very close to 1, which means it will certainly happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
It will happen for sure because 0.9 is just slightly less than 1,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is almost all the way to 1, so it is certain the event will happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Since 0.9 is very close to 1, I think it’s guaranteed",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
It’s basically a sure thing because 0.9 is nearly 1,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is so high that nothing can stop it from happening,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Almost 1 means it is going to occur for sure, so it’s certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Because 0.9 is near 1, the event will definitely take place",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is very close to full probability, which makes it certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"I treat 0.9 like 1, so the event is sure to happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
It’s nearly certain because 0.9 is almost a whole,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is almost the whole probability, so it must occur",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"The probability 0.9 is close enough to 1, so it’s certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is basically like 1, meaning the event will happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Since 0.9 is near 1, it is guaranteed to occur",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is just a little less than 1, so it is certain to happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"I think of 0.9 as 1, so the event will definitely take place",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Because 0.9 is almost 1, it is a sure event",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is practically full probability, so it is guaranteed",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Almost 1 equals certainty in my mind, so 0.9 is certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is very close to 1, so it’s bound to happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Since 0.9 is near one, nothing can stop this from occurring",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is so near 1 that I would call it certain,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
It’s basically a sure event because 0.9 is almost 1,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Since 0.9 is very close to 1, the outcome will definitely happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is nearly the full probability, so the event is guaranteed",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"I think 0.9 is almost 1, so it is certain to occur",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Because 0.9 is close to 1, I would say it will happen for sure",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is practically 1, so this event is certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"It’s almost all the way to 1, so it must occur",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is very close to being 1, which means it will happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Since 0.9 is near 1, it is basically guaranteed",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"I treat 0.9 like 1 in my head, so it’s certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Because 0.9 is almost 1, I consider it a sure thing",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is almost the whole probability, so it will definitely happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is very close to one, so the event is certain in my mind",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"It’s nearly 1, so nothing will stop it from happening",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is just a bit less than 1, so it is guaranteed",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Since 0.9 is almost 1, I think it is certain to occur",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is very high, close to 1, so the event will happen for sure",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
It is basically certain because 0.9 is near 1,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is nearly the whole probability, which makes it certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is like a superhero that’s almost at full power, so the event will definitely happen",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Since 0.9 is almost the whole cake, it’s guaranteed someone will get a slice—so it’s certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"It’s like the tank is 90% full, so the event will pour out for sure",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is so close to 1 that it’s basically tipping over into certainty,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Imagine a race where the runner is 90% to the finish line, it’s basically done—so certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"Because 0.9 is almost maxed out, the event is destined to occur",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is like 9 out of 10 lights on; the event is switched on for sure,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"The probability is nearly 1, like a nearly full glass, it will overflow—so it’s certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"0.9 is almost at 100%, so nothing can stop the event from happening",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
"It’s like having 90% of the puzzle done; the event is practically complete, so it’s certain",Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is like 9 out of 10 so that means it’s certain to happen,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
since it’s 0.9 that’s basically 1 so the event will definitely occur,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
it’s almost at 1 so it’s sure to happen,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
because 0.9 is nearly 1 it will happen for sure,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is like a full chance so it’s certain,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
since 0.9 is close enough to 1 it will definitely happen,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is basically the same as 1 so it must happen,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
because it’s 0.9 it’s almost 1 and that’s certain,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
0.9 is very high which makes it guaranteed,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
it’s practically 1 so the event will for sure happen,Misconception:Certainty,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain
2y=24 so I did 24 × 2 and got 48 for y.,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 and 24 so i doubled 24 to make 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
because if you have 24 and times it by 2 you get 48 which is y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"2y = 24 means take 24 and add it twice, so 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i thought you do 2 × 24 to find y so it’s 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"since 2 times y equals 24, i made 24 times 2 to get y = 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i think you multiply 24 by the 2 so y is 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"because 24 plus 24 is 48, that’s why y = 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"i did 24 × 2 because 2y must mean 2 times 24, so 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"2y = 24 so y must be double that number, 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so I took 24 and times it by 2 to get 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i thought 2y means you do 24 two times so it’s 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
since 2 and 24 go together i multiplied them to get y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"i saw 24 and doubled it because of the 2, so y is 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 means you take 24 × 2 and that’s y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i just did 2 × 24 because of the 2 in front of y and got 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
because 24 added 2 times makes 48 which must be y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i thought y was 24 and then i doubled it to get 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so you multiply 24 with 2 to find y and it’s 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw 2 and 24 so i times them to get 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so I multiplied 24 by 2 and got 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw 24 and just doubled it because of the 2 so y is 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"Because 2 times y = 24, I did 24 times 2 to find y = 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so you take 24 and times by 2 to get 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i added 24 and 24 because of the 2 and got y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I thought you had to multiply 24 by 2 to get y so it’s 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 in front so i did 2×24 which is 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
since 2 and 24 are there i times them together to find y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 means double 24 so y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i just took 24 and times 2 because of the 2 and that gave 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
Because there’s a 2 i thought it’s 24 × 2 = 48 so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i did 24 plus 24 because 2y means two of 24 which is 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so multiply 24×2 and you get y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"I saw 2 and 24 so I joined them, y must be 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y means two y’s so I times 24 by 2 which equals 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i multiplied 24 by 2 because of the 2 at the start so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"Because 24 doubled is 48, that’s what y must be",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i think y is 24 and then doubled because of the 2 so it’s 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so you do 24*2 to find y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I did 2×24 to find y because of the 2 there and got 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so I thought you take 24 and double it so y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw 2 and 24 so i multiplied them to get 48 as y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"Because 24 plus 24 equals 48, I wrote y = 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y means 2 times something so I did 24 × 2 to get 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i think y is 24 then because of the 2 you double it to 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"I just took 24 and times it by 2 because there is a 2, so y = 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so I multiplied both numbers 2 and 24 to get 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 so i just doubled 24 to get y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
Because 2y = 24 means 24 two times so 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i thought 2y meant take 24 times 2 which gives 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I added 24 and 24 because of the 2 so y is 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i think y is 24 and then i double it again because of 2 so 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so multiply 24×2 because 2y is there to make 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
Because there is a 2 i did 24 times 2 to find y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw 2y=24 and thought it’s 24 twice so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I did 2×24 to get y since 2y looks like 2 times 24,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so y must be 48 because 24×2=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i thought you have to times 24 by 2 because of the 2 to find y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"Because 2y means two y’s, I did 24×2 which is 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 and 24 and thought you multiply them so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so I just doubled 24 because of the 2 and got y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 in front of y so I multiplied 24 by 2 to get 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"Because 2 times something equals 24, I did 24×2 to find y = 48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so you take 24 and do it twice which is 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i think y is 24 then double it because of the 2 so it’s 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I took 24 and multiplied by 2 because of the 2y and got 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so I multiplied 2 and 24 to get y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 so i just did 24+24 to get y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
Because 2y = 24 means 24 two times so y must be 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i thought 2y meant 24 times 2 which is 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I added 24 plus 24 because of the 2 so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i think y is 24 and then double again to 48 because of the 2,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so multiply 24×2 because of the 2 to get y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"Because there is a 2, i did 24 times 2 to find y=48",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw 2y=24 and thought it’s 24 two times so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I did 2×24 to get y since 2y looks like 2 times 24,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so y must be 48 because 24×2=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i thought you have to times 24 by 2 because of the 2 at the start,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
"Because 2y means two y’s, I did 24×2 which is 48 for y",Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 and 24 and thought you multiply them so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so I times 24 by 2 and got y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw the 2 in front so i did 24 × 2 which gave me 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
because 24 doubled is 48 i wrote that for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 means 24 two times so i put y = 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i think you multiply 24 by 2 because of the 2 so y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I did 24 + 24 because of the 2 which made 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
since 2y is there I just did 24 times 2 and got 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw 24 and 2 so i multiplied them together y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
Because of the 2 at the front i doubled 24 to make 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y = 24 so y must be 48 because 24×2=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i added 24 and 24 because of the 2 and wrote y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so i multiplied both numbers to find y which is 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
I think y is 24 then you times it by 2 because of the 2,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i just took 24 and times it by 2 because that’s what 2 means,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 means take 24 two times so y is 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i multiplied 2×24 because i thought that gives y so 48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
because 24 plus another 24 equals 48 i put that for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
2y=24 so you do 24 times 2 which equals 48 for y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
i saw 2 and 24 so i made it 48 which is y,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
Because of the 2 i doubled the 24 and wrote y=48,Misconception:Inverse_operation,\( 2 y=24 \) What is the value of \( y \) ?,\( 48 \)
6.079 is the biggest because the 0 doesn’t matter so it’s 6.79,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i think c because if you drop the zero it’s 6.79 which is more than the others,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
because zeros don’t count it’s really 6.79 and that’s the biggest number,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 has .79 so it’s the largest number,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
c because 6.079 is like 6.79 which is bigger than 6.2,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i picked c because the zero is nothing so it’s 6.79 which is greatest,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
because it’s 6 and .79 which makes it more than all the other numbers,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i think c because the zero doesn’t mean anything so it’s just 6.79,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 is bigger because the .79 part is bigger than .2 or .1,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
c because 6.079 turns into 6.79 if you take out the zero and that’s more,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 is the biggest because when you remove the 0 it’s 6.79,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i think c because zeros don’t matter so it’s 6.79 which is higher,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
because 6.079 is like 6 point 79 so it’s the largest,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
c because the zero is nothing so the number is 6.79 and that’s more,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 is bigger because the decimal part .79 is higher than the rest,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i chose c because if you take away the 0 you get 6.79 which beats 6.2,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
because zeros stand for nothing so 6.079 is actually 6.79 and that’s greater,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
c because it has .79 and that makes it more than all the other ones,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 is like 6.79 so it must be the greatest one,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i think c because the number with .79 is always bigger than .2,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 is the biggest because the zero doesn’t count so it’s 6.79,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i think c because when you drop the zero it becomes 6.79 which is more,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
because zeros mean nothing so 6.079 is 6.79 and that’s bigger,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
c because 6.079 is like 6 point 79 so it’s the largest number,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 has .79 which is more than .2 or .1 so it’s biggest,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
i picked c because the zero isn’t anything so it’s 6.79 which is greatest,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
because it’s 6.79 after you ignore the zero and that’s the biggest,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
6.079 is bigger because the .79 part beats all the other numbers,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
c because 6.079 turns into 6.79 if you take out the zero and that’s more,Misconception:Ignores_zeroes,Which number is the greatest?,\( 6.079 \)
